[22Mar2025 15:44:40.311] [main/INFO] [Arclight/]: 

       ___           ___     __   /\
      /   | ________/ (_)__ / /  / /
     / /| |/ __/ __/ / / _ / _ \/__/
    / ___ / / / /_/ / / / / // / /
   /_/  |/_/  \__/_/_/\_ /_//_/ /
                     /__/     \/

    运行版本 arclight-1.16.5-1.0.26-SNAPSHOT-5c6b795
    构建日期 2024-05-01 08:52:59

[22Mar2025 15:44:40.398] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmlserver, --fml.forgeVersion, 36.2.42, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, nogui]
[22Mar2025 15:44:40.400] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 21.0.6 by Ubuntu
[22Mar2025 15:44:41.023] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[22Mar2025 15:44:41.190] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[22Mar2025 15:44:41.249] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=file:/workspaces/reimagined-octo-doodle/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar Service=ModLauncher Env=SERVER
[22Mar2025 15:44:42.293] [main/INFO] [STDERR/]: [org.antlr.v4.runtime.ConsoleErrorListener:syntaxError:38]: line 13:0 token recognition error at: '`'
[22Mar2025 15:44:42.464] [main/INFO] [STDERR/]: [org.antlr.v4.runtime.ConsoleErrorListener:syntaxError:38]: line 1:0 token recognition error at: '~'
[22Mar2025 15:44:43.566] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [someoneelse.betternetherreforged.mixin.MixinConnector]
[22Mar2025 15:44:43.570] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [vazkii.botania.common.MixinConnector]
[22Mar2025 15:44:43.571] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [vazkii.patchouli.common.MixinConnector]
[22Mar2025 15:44:43.573] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [de.maxhenkel.camera.MixinConnector]
[22Mar2025 15:44:43.575] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [ca.spottedleaf.starlight.mixin.MixinConnector]
[22Mar2025 15:44:43.581] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [io.izzel.arclight.impl.ArclightConnector_Forge]
[22Mar2025 15:44:43.587] [main/INFO] [someoneelse.betternetherreforged.BetterNether/]: Better Nether: Mixin Connected!
[22Mar2025 15:44:43.631] [main/INFO] [Arclight/]: 核心 Mixin 配置已加载
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod CreativeCore_v2.2.1_mc1.16.5.jar loaded!
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod CustomNPCs-1.16.5-GBFix-Unofficial-20240813.jar loaded!
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod CyclopsCore-1.16.5-1.13.0.jar loaded!
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod DungeonCrawl-1.16.5-2.3.12.jar loaded!
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod DungeonsArise-1.16.5-2.1.49-beta.jar loaded!
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod DynamicTrees-1.16.5-0.10.5.jar loaded!
[22Mar2025 15:44:43.659] [main/INFO] [opotato/]: Mod DynamicTreesAutumnity-1.16.5-1.0.1.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod DynamicTreesBOP-1.16.5-2.0.9.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod DynamicTreesBYG-1.16.5-1.0.3.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod DynamicTreesQuark-1.16.5-2.1.3.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod DynamicTreesTraverse-1.16.5-2.2.4.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod EnchantmentDescriptions-1.16.5-7.1.27.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod EvilCraft-1.16.5-1.1.17.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod FarmersDelight-1.16.5-0.6.0.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod FastFurnace-1.16.5-4.5.0.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod FastSuite-1.16.4-1.1.1.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod FastWorkbench-1.16.5-4.6.2.jar loaded!
[22Mar2025 15:44:43.660] [main/INFO] [opotato/]: Mod Fish's Undead Rising-2.4.0.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod HunterIllager-1.16.5-1.4.0.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod InsaneLib-1.4.2-mc1.16.5.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod L_Enders Cataclysm-0.48 Changed Theme -1.16.5.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod Mekanism-1.16.5-10.1.2.457.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod MekanismAdditions-1.16.5-10.1.2.457.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod MekanismGenerators-1.16.5-10.1.2.457.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod MekanismTools-1.16.5-10.1.2.457.jar loaded!
[22Mar2025 15:44:43.661] [main/INFO] [opotato/]: Mod MushroomQuest_1.16.5_v3.2.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod NetherPortalFix_1.16.3-7.2.1.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod NightConfigFixes-v1.0.3-1.16.5-Forge.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod NoChatLagForge-1.1.0-1.16.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod OrdinaryCoins-1.0-forge.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod Patchouli-1.16.4-53.3.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod Paxi-Forge-1.16.4-1.0.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod Placebo-1.16.5-4.7.1.jar loaded!
[22Mar2025 15:44:43.662] [main/INFO] [opotato/]: Mod Platform-forge-1.16.5-1.2.4.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod PlayerRevive_v2.0.0-pre04_mc1.16.5.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod ProgressiveBosses-3.4.3-mc1.16.5.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod Quark-r2.4-322.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod RoadRunner-mc1.16.5-1.5.2.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod SaveMyStronghold-1.16.4-1.0.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod SereneShrubbery-1.16.5-1.2.0.jar loaded!
[22Mar2025 15:44:43.663] [main/INFO] [opotato/]: Mod SpartanShields-1.16.5-2.1.2.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod SpartanWeaponry-1.16.5-2.2.2.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod TenshiLib-1.16.3-1.3.0.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod The_Graveyard_2.1_(FORGE)_for_1.16.4-1.16.5.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod TravelersBackpack-1.16.5-5.4.51.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod TwilightDelight-1.16.5-1.1.3.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod VampiresNeedUmbrellas-1.16.5-1.1.5.jar loaded!
[22Mar2025 15:44:43.664] [main/INFO] [opotato/]: Mod Vampirism-1.16.5-1.9.10.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod VampirismIntegrations-1.16.5-1.6.1.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod YungsApi-1.16.4-Forge-13.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod YungsBridges-Forge-1.16.4-1.0.1.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod YungsExtras-Forge-1.16.4-1.0.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod abnormals_core-1.16.5-3.3.1.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod abnormals_delight-1.16.5-1.2.1.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod alexsmobs-1.12.1.jar loaded!
[22Mar2025 15:44:43.665] [main/INFO] [opotato/]: Mod amber-1.2.3.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod appleskin-forge-mc1.16.x-2.5.1.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod aquamirae-5.4.API11.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod arclight.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod ars_nouveau-1.16.5-1.25.10.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod autumnity-1.16.5-2.1.2.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod awesomedungeon-forge-1.16.5-3.2.0.jar loaded!
[22Mar2025 15:44:43.666] [main/INFO] [opotato/]: Mod awesomedungeonend-forge-1.16.5-3.1.1.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod awesomedungeonnether-forge-1.16.5-3.1.1.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod awesomedungeonocean-forge-1.16.5-3.3.0.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod berry_good-1.16.5-4.1.2.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod better-end-potato-edition-1.16.5-2.11.1.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod bettervillage-forge-1.16.5-3.3.0.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod buzzier_bees-1.16.5-3.0.3.jar loaded!
[22Mar2025 15:44:43.667] [main/INFO] [opotato/]: Mod byg-1.3.6.jar loaded!
[22Mar2025 15:44:43.668] [main/INFO] [opotato/]: Mod bygonenether-1.3.2-1.16.5.jar loaded!
[22Mar2025 15:44:43.668] [main/INFO] [opotato/]: Mod camera-1.16.5-1.0.14.jar loaded!
[22Mar2025 15:44:43.668] [main/INFO] [opotato/]: Mod cavesandcliffs-1.16.5-7.2.0.jar loaded!
[22Mar2025 15:44:43.668] [main/INFO] [opotato/]: Mod cfm-7.0.0pre22-1.16.3.jar loaded!
[22Mar2025 15:44:43.668] [main/INFO] [opotato/]: Mod champions-forge-1.16.5-2.0.1.16.jar loaded!
[22Mar2025 15:44:43.669] [main/INFO] [opotato/]: Mod chocolate-1.3.0-1.16.4.jar loaded!
[22Mar2025 15:44:43.669] [main/INFO] [opotato/]: Mod chunksending-1.16.5-2.5.jar loaded!
[22Mar2025 15:44:43.669] [main/INFO] [opotato/]: Mod citadel-1.8.1-1.16.5.jar loaded!
[22Mar2025 15:44:43.669] [main/INFO] [opotato/]: Mod copperpot-1.16.5-1.2.0.jar loaded!
[22Mar2025 15:44:43.669] [main/INFO] [opotato/]: Mod coroutil-forge-1.16.5-1.3.6.jar loaded!
[22Mar2025 15:44:43.670] [main/INFO] [opotato/]: Mod create-mc1.16.5_v0.3.2g.jar loaded!
[22Mar2025 15:44:43.670] [main/INFO] [opotato/]: Mod curios-forge-1.16.5-4.1.0.0.jar loaded!
[22Mar2025 15:44:43.670] [main/INFO] [opotato/]: Mod darkerdepths-1.16.5-1.1.4.jar loaded!
[22Mar2025 15:44:43.670] [main/INFO] [opotato/]: Mod decorative_blocks-1.16.4-1.7.2.jar loaded!
[22Mar2025 15:44:43.674] [main/INFO] [opotato/]: Mod decorative_blocks_abnormals-1.2.jar loaded!
[22Mar2025 15:44:43.674] [main/INFO] [opotato/]: Mod despawn_tweaker-1.16.5-1.0.0.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod doespotatotick-1.16.5-4.0.2.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod dragonfight-1.8.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod dreadsteel-1.16.5-1.1.6.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod dungeons_enhanced-1.16.5-1.9.2.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod dungeons_plus-1.16.5-1.1.5.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod elevatorid-1.16.5-1.7.13.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod emotecraft-for-MC1.16.5-2.2.7-b.build.47-forge.jar loaded!
[22Mar2025 15:44:43.675] [main/INFO] [opotato/]: Mod endergetic-1.16.5-3.0.2.jar loaded!
[22Mar2025 15:44:43.676] [main/INFO] [opotato/]: Mod endrem-5.0.3-R-1.16.5.jar loaded!
[22Mar2025 15:44:43.676] [main/INFO] [opotato/]: Mod ends_delight-1.16.5-1.8.jar loaded!
[22Mar2025 15:44:43.676] [main/INFO] [opotato/]: Mod expandability-2.0.1-forge.jar loaded!
[22Mar2025 15:44:43.676] [main/INFO] [opotato/]: Mod extraboats-1.16.5-2.1.1.jar loaded!
[22Mar2025 15:44:43.678] [main/INFO] [opotato/]: Mod farlanders-1.16.4-1.3.9.jar loaded!
[22Mar2025 15:44:43.678] [main/INFO] [opotato/]: Mod farmersdelightintegrations-1.16.5-1.2.jar loaded!
[22Mar2025 15:44:43.678] [main/INFO] [opotato/]: Mod farmersrespite-1.16.5-1.1.jar loaded!
[22Mar2025 15:44:43.678] [main/INFO] [opotato/]: Mod ferritecore-2.1.1-forge.jar loaded!
[22Mar2025 15:44:43.679] [main/INFO] [opotato/]: Mod flywheel-1.16-0.2.5.jar loaded!
[22Mar2025 15:44:43.679] [main/INFO] [opotato/]: Mod forge-1.16.5-36.2.42-server.jar loaded!
[22Mar2025 15:44:43.679] [main/INFO] [opotato/]: Mod forge-1.16.5-36.2.42-universal.jar loaded!
[22Mar2025 15:44:43.679] [main/INFO] [opotato/]: Mod francium-1.16.5-1.0.1.jar loaded!
[22Mar2025 15:44:43.680] [main/INFO] [opotato/]: Mod geckolib-forge-1.16.5-3.0.106.jar loaded!
[22Mar2025 15:44:43.680] [main/INFO] [opotato/]: Mod greekfantasy-16.5.5.jar loaded!
[22Mar2025 15:44:43.682] [main/INFO] [opotato/]: Mod guardvillagers-1.16.5.1.2.6.jar loaded!
[22Mar2025 15:44:43.682] [main/INFO] [opotato/]: Mod iceandfire-2.1.12-1.16.5-patch-1.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod idas_forge-1.5.5+1.16.5.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod illagers_plus-1.16.5v1.0.3.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod illagersweararmor-1.0.5.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod improvedmobs-1.16.5-1.10.13.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod ironchest-1.16.5-11.2.21.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod irregularchef-1.16.5-1.0.1.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod jei-1.16.5-7.8.0.1013.jar loaded!
[22Mar2025 15:44:43.683] [main/INFO] [opotato/]: Mod journeymap-1.16.5-5.8.6.jar loaded!
[22Mar2025 15:44:43.684] [main/INFO] [opotato/]: Mod lazydfu-0.1.3.jar loaded!
[22Mar2025 15:44:43.685] [main/INFO] [opotato/]: Mod libraryferret-forge-1.16.5-4.0.0.jar loaded!
[22Mar2025 15:44:43.685] [main/INFO] [opotato/]: Mod litewolfcore-1.16.5v1.0.1.jar loaded!
[22Mar2025 15:44:43.685] [main/INFO] [opotato/]: Mod lootr-1.16.5-0.2.19.51.jar loaded!
[22Mar2025 15:44:43.685] [main/INFO] [opotato/]: Mod majrusz-library-1.16.4-2.0.1.jar loaded!
[22Mar2025 15:44:43.685] [main/INFO] [opotato/]: Mod majruszs-difficulty-1.16.4-1.1.0.jar loaded!
[22Mar2025 15:44:43.686] [main/INFO] [opotato/]: Mod memoryleakfix-forge-pre1.17-1.1.4.jar loaded!
[22Mar2025 15:44:43.686] [main/INFO] [opotato/]: Mod modernfix-forge-5.18.0+mc1.16.5.jar loaded!
[22Mar2025 15:44:43.686] [main/INFO] [opotato/]: Mod morecfm-1.3.1-1.16.3.jar loaded!
[22Mar2025 15:44:43.686] [main/INFO] [opotato/]: Mod morevillagers-FORGE-1.16.5-1.5.5.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod mowziesmobs-1.5.27.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod mysticalworld-1.16.5-0.3.6.27.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod neapolitan-1.16.5-2.2.1.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod nerb-1.16.5-0.3.1-FORGE.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod nethers_delight-2.1.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod obfuscate-0.6.3-1.16.5.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod obscure_api-11.jar loaded!
[22Mar2025 15:44:43.687] [main/INFO] [opotato/]: Mod opotato-1.16.5-2.2.7.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod orcinusscaves-1.3.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod packetfixer-forge-2.0.0-1.16.5.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod personality-1.16.5-1.0.3.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod player-animation-lib-forge-0.4.0+1.16.5.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod polymorph-forge-1.16.5-0.41.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod projectvibrantjourneys-1.16.5-3.2.11.jar loaded!
[22Mar2025 15:44:43.688] [main/INFO] [opotato/]: Mod refinedstorage-1.9.18.jar loaded!
[22Mar2025 15:44:43.692] [main/INFO] [opotato/]: Mod repurposed_structures_forge-3.4.7+1.16.5.jar loaded!
[22Mar2025 15:44:43.692] [main/INFO] [opotato/]: Mod savageandravage-1.16.5-3.2.0.jar loaded!
[22Mar2025 15:44:43.693] [main/INFO] [opotato/]: Mod selene-1.16.5-1.9.0.jar loaded!
[22Mar2025 15:44:43.693] [main/INFO] [opotato/]: Mod simpledelights-1.2.jar loaded!
[22Mar2025 15:44:43.693] [main/INFO] [opotato/]: Mod simplefarming-1.16.5-1.3.8.jar loaded!
[22Mar2025 15:44:43.693] [main/INFO] [opotato/]: Mod spartantwilight-1.16.5-2.3.3.jar loaded!
[22Mar2025 15:44:43.695] [main/INFO] [opotato/]: Mod starlight-1.2.jar loaded!
[22Mar2025 15:44:43.695] [main/INFO] [opotato/]: Mod structure_gel-1.16.5-1.7.8.jar loaded!
[22Mar2025 15:44:43.695] [main/INFO] [opotato/]: Mod supplementaries-1.16.5-0.18.5.jar loaded!
[22Mar2025 15:44:43.696] [main/INFO] [opotato/]: Mod swiaf-1.16.5-1.1.2.jar loaded!
[22Mar2025 15:44:43.696] [main/INFO] [opotato/]: Mod swingthroughgrass-1.16.4-1.5.3.jar loaded!
[22Mar2025 15:44:43.696] [main/INFO] [opotato/]: Mod takesapillage-1.0.3-1.16.5.jar loaded!
[22Mar2025 15:44:43.696] [main/INFO] [opotato/]: Mod the-conjurer-1.16.4-1.0.13.jar loaded!
[22Mar2025 15:44:43.697] [main/INFO] [opotato/]: Mod tombstone-1.16.5-6.9.6.jar loaded!
[22Mar2025 15:44:43.697] [main/INFO] [opotato/]: Mod traverse-1.16.4-0.4.3.8.jar loaded!
[22Mar2025 15:44:43.698] [main/INFO] [opotato/]: Mod twilightforest-1.16.5-4.0.870-universal.jar loaded!
[22Mar2025 15:44:43.699] [main/INFO] [opotato/]: Mod untamedwilds-1.16.5-1.5.8.jar loaded!
[22Mar2025 15:44:43.699] [main/INFO] [opotato/]: Mod upgrade_aquatic-1.16.5-3.1.2.jar loaded!
[22Mar2025 15:44:43.699] [main/INFO] [opotato/]: Mod vehicle-mod-0.45.2-1.16.3.jar loaded!
[22Mar2025 15:44:43.699] [main/INFO] [opotato/]: Mod voicechat-forge-1.16.5-2.5.28.jar loaded!
[22Mar2025 15:44:43.699] [main/INFO] [opotato/]: Mod watut-forge-1.16.5-1.0.14.jar loaded!
[22Mar2025 15:44:43.699] [main/INFO] [opotato/]: Mod wonderful-enchantments-1.16.4-1.3.5.jar loaded!
[22Mar2025 15:44:43.700] [main/INFO] [opotato/]: Mod zombieawareness-1.16.5-1.12.jar loaded!
